review_id,rating,date,review_text,date_parsed,year
ChdDSUhNMG9nS0VJQ0FnSURZOExyaTBRRRAB,5,Edited 6 years ago,Suasana malam hari di alun alun lumajang sekarang berwarna dengan dihiasi lampu lampu kelap kelip yang tidak membosankan mata . Suasana malam hari menjadikan hal yang tak terlupakan banyak kursi yang bisa digunakan untuk sekedar duduk duduk santai dan menikmati keindahan dan kedamaian alun alun kota lumajang,2026-01-18 08:03:10.587582,2026
ChZDSUhNMG9nS0VJQ0FnSUROOFBXMlVREAE,2,a year ago,"Pemkab Lumajang perlu lebih serius memoles kota ini. Bisa dimulai dari alun-alunnya sebagai jantung kota. Upaya ke arah itu sudah ada tapi terasa kurang serius. Misalnya, lampu-lampu hias tidak dinyalakan saat malam, begitu juga dengan …",2025-01-18 08:03:10.587582,2025
ChZDSUhNMG9nS0VJQ0FnSURQNVpMQkNBEAE,5,a year ago,"Cocok untuk kegiatan malam hari, kumpul bareng temen sambil ngopi,",2025-01-18 08:03:10.587582,2025
ChdDSUhNMG9nS0VJQ0FnSURZbUtpZTBnRRAB,5,Edited 5 months ago,"Alun alun Lumajang, semakin bagus dari tahun ke tahun. Dan semakin ramai, apalagi dengan banyaknya pedagang yang menjual aneka jajanan di sekitarnya. Tempat ini jadi salah satu lokasi favorit warga Lumajang untuk rekreasi, nongkrong, atau kumpul bersama keluarga dan teman.",2026-01-18 08:03:10.587582,2026
ChdDSUhNMG9nS0VJQ0FnSUM1MjY2UXRnRRAB,5,2 years ago,Area nyaman untuk piknik atau jalan² malam atau pagi dengan keluarga. Ada zona bermain atau playground dan berbagai permainan berbayar maupun gratis unt anak. Toiletnya juga bersih,2024-01-18 08:03:10.587582,2024
ChdDSUhNMG9nS0VJQ0FnSUNiNmZpQXN3RRAB,4,a year ago,"Rawan bagi wisatawan luar daerah, hehehe tolong dong ada pak pol yang jaga di area CFD. Keliling gitu, atau ada lah beberapa meter buat jaga2. Tapi alun2nya bagus kok buat piknik, suka banget. Bersih tertata, pokok boleh lah buat melihat …",2025-01-18 08:03:10.587582,2025
ChZDSUhNMG9nS0VJQ0FnSUNHdzQzVWJBEAE,3,4 years ago,"Alun-Alun kebanggaan warga Lumajang. Banyak tumbuh-tumbuhan dan lapangan rumput yang luas. Tersedia juga tempat bermain anak. Sayang parkirnya terbatas, harus parkir di bahu jalan.",2022-01-18 08:03:10.587582,2022
ChZDSUhNMG9nS0VJQ0FnSURtNzhEWGRBEAE,4,3 years ago,"Alun alun Lumajang hari minggu biasa dipakai untuk masyarakat berolahraga dan berjalan santai,, banyak sekali pedagang yg berjualan di pinggir alun²,, untuk masyarakat mohon untuk tidak mengotori alun² dengan membuang sampah sembarangan, karena bisa mengganggu pemandangan kota yang indah ,,",2023-01-18 08:03:10.587582,2023
ChZDSUhNMG9nS0VJQ0FnSUNjaTliVmFREAE,3,5 years ago,"Tempat yang tepat untuk refreshing di tengah kota Lumajang. Terdapat banyak arena bermain, olahraga, dan refleksi. Lokasi cukup luas dengan banyak pohon sehingga tidak terlalu panas. Alun – Alun Lumajang termasuk dalam 3 besar Alun- Alun …",2021-01-18 08:03:10.587582,2021
ChZDSUhNMG9nS0VJQ0FnSURwOTQ3QWRREAE,5,2 years ago,"Alun-alun Lumajang, lumayan bersih dan rapi, walaupun rumputnya tak terawat.

Pohon beringin ditengah alun-alun yang pecah menjadi beberapa bagian masih …",2024-01-18 08:03:10.587582,2024
ChZDSUhNMG9nS0VJQ0FnSURtaWN5d2RnEAE,4,3 years ago,"Halooo. Kali ini jalan jalan ke Alun alun Lumajang. Meskipun dah 3taun an stay dsini, br ini ngreview. Wkwk
Btw, alun2 lumajang udah upgrade loh. Duluu, banget, masih ad pager. Skr udah …",2023-01-18 08:03:10.587582,2023
ChdDSUhNMG9nS0VJQ0FnSUNyOXU3SXh3RRAB,5,a year ago,"Tempatnya bagus buat jln2 atau jogging, apalagj waktu cfd, byk pedagang dan byk tempat main buat ank2, murah meriah, recommended.",2025-01-18 08:03:10.587582,2025
ChdDSUhNMG9nS0VJQ0FnSUNCMTZPOTdBRRAB,5,3 years ago,"Ini adalah suasana alun alun lumajang dan sekitarnya pada tahun 2023 awal. Suasananya enak dipandang, hijau hijau bikin sejuk dimata walau malam hari juga. Ini termasuk alun alun terindah di Indonesia loo wkwk, yakin ga ngepoin. Itu juga …",2023-01-18 08:03:10.587582,2023
ChdDSUhNMG9nS0VJQ0FnSURzNUktOGt3RRAB,4,5 years ago,"Taman Alun-alun kota Lumajang, tersedia play ground untuk anak-anak,tanpa di pungut biaya alias gratis. Parkir berada di tepi jalan,dekat dengan ATM ,toilet umum juga ada,tersedia aneka jajanan dan mainan,mulai dari yang kuno hingga yang modern.",2021-01-18 08:03:10.587582,2021
ChZDSUhNMG9nS0VJQ0FnSUM0eVBieFdREAE,4,6 years ago,"Sgt bagus,byk tanaman jdnya rindang dan gak panas,byk bunga bunga pula ,enak buat santai dan duduk2 manis sambil ngopi,ada yg berjualan jg...",2020-01-18 08:03:10.587582,2020
ChdDSUhNMG9nS0VJQ0FnSURBNUxIVG9nRRAB,4,Edited 7 years ago,"Tempat nya berada di tengah kota, , tempat nya luas suasana nya asri walau saat siang panas, ada tempat bermain untuk anak2, untuk olahraga, jalan2, dan banyak air mancur nya,  ada yg menampilkan air mancur warna warni saat malam hari, air …",2026-01-18 08:03:10.587582,2026
ChZDSUhNMG9nS0VJQ0FnSURuaU1IRmJ3EAE,4,a year ago,rame enak buat nongkrong kebanyakan kuliner mungkin dirapikan lagi untuk parkir sepeda motor dikasih lahan khusus biar ga makan jalan,2025-01-18 08:03:10.587582,2025
ChdDSUhNMG9nS0VJQ0FnSUQwMWFYTXRnRRAB,5,6 years ago,"Nyaman, banyak pohon, bersih, terdapat playground ada pancuran air. Dekat dengan masjid, perpustakaan, bank, kantor pemerintah, kodim.",2020-01-18 08:03:10.587582,2020
ChdDSUhNMG9nS0VJQ0FnSUNCLWF5VmlBRRAB,4,3 years ago,"Prilaku membuang sampah sembarangan masih lekat, meski sudah disediakan tempat sampah.
Tanaman banyak yg kurang terawat.",2023-01-18 08:03:10.587582,2023
ChdDSUhNMG9nS0VJQ0FnSUMteExUSm53RRAB,4,3 years ago,"Pertama kali mencoba, suasana tenang dan bersih. Perlu adanya toilet umum agar semakin nyaman berkunjung kesini.",2023-01-18 08:03:10.587582,2023
ChdDSUhNMG9nS0VJQ0FnSUNMOG9MMXd3RRAB,4,a year ago,"Lumajang atib berseri.

Alhamdulillah bisa berkunjung kali ke 2 sepanjang tahun 2024. …",2025-01-18 08:03:10.587582,2025
ChZDSUhNMG9nS0VJQ0FnSUNnbExIeEt3EAE,4,7 years ago,"alun alun  lumajang merupakan spot menarik untuk mengambil foto, terletak di pusat kota lumajang, menawarkan landmark menarik, bisa untuk beraktifitas dan berolahraga, kondisi tempat cukup terawat meski fasilitas pendukung masih belum maksimal. tempat ini cocok untuk piknik",2019-01-18 08:03:10.587582,2019
ChZDSUhNMG9nS0VJQ0FnSUNKcEt5WFRnEAE,5,2 years ago,"Seputaran alun-alun Lumajang adalah area kegiatan CFD di hari minggu pagi, ada banyak makanan, minuman, jajanan, baju, mainan, hewan dll di jajakan oleh penggiat umkm",2024-01-18 08:03:10.587582,2024
Ci9DQUlRQUNvZENodHljRjlvT214aVRqSXlPVFJzTlRaSmJVb3hTV3MwZUV0WloyYxAB,5,4 months ago,Tempat yg nyaman untuk beraantai,2025-09-18 08:03:10.587582,2025
ChZDSUhNMG9nS0VJQ0FnSUNjczlPMlVREAE,4,Edited 5 years ago,"Salah satu alun yang paling bagus di Jatim, dan juga di indonesia.. Sangat sejuk banyak spot ( play ground, track jogging, tempat selfie dll ) apabila lg tugas d lumajang selalu jogging di sini.. di sini pun tidak jauh dari pusat perbelanjaan, pasar atau jajanan lainnya.",2026-01-18 08:03:10.587582,2026
ChZDSUhNMG9nS0VJQ0FnSUNxa3NmcERBEAE,1,Edited 4 years ago,"Di tempat bermain anak² yg prosotan tolong diperbaiki krna sdh banyak bgt semen yg RUSAK dan MENGELUPAS,bahaya wktu ank² kecil maen prosotan bisa² kulit atau bdan mreka yg luka pas maen prosotan,,tlong ya dinas² terkait terutama bpk bupati …",2026-01-18 08:03:10.587582,2026
ChZDSUhNMG9nS0VJQ0FnSUN3eUplNE93EAE,5,7 years ago,"Alun2nya bersih dan tertata. Enak untuk tempat nongkrong, bermain, atau berolah raga ataupun terapi refleksi di taman terapi",2019-01-18 08:03:10.587582,2019
ChdDSUhNMG9nS0VJQ0FnSUNOenJQSHBBRRAB,5,a year ago,"Alun2 ini bisa dibilang cukup besar jika dibanding dengan alun-alun kota lain. Banyak sekali kenangan saya pribadi maupun dengan keluarga disni, dari kecil hingga sekarang. Sudah cukup banyak perubahan yang terjadi di alun-alun ini. Dulu …",2025-01-18 08:03:10.587582,2025
ChZDSUhNMG9nS0VJQ0FnSUNJaWQ2QVlREAE,5,7 years ago,"Tempat yang enak buat refreshing,jalan jalan,santai sambil bqca buku,yang punya pacar yaa pacaran gpp tapi awas sering ada satpol pp lo,hehehe
Keren juga tempatnya bersih dan kebersihannya terjaga ada tempat bermain anak,air mancur yang keren,suka aja sama tempatnya kalau buat jalan jalan,",2019-01-18 08:03:10.587582,2019
Ci9DQUlRQUNvZENodHljRjlvT201SmJGSTVabTlxZG5wNmEyTXdVa0oyU0ZKT1NtYxAB,5,3 months ago,"tempatnya bagus, tertata rapi, dan terdapat fasilitas seperti toilet, taman bermain, dan area piknik",2025-10-18 08:03:10.587582,2025
Ci9DQUlRQUNvZENodHljRjlvT2pKR1VreFJWMjlaZEUxMWMwTm1jVmxTYjJKUGRWRRAB,2,4 months ago,"Banyak PKL tidak tertata, lebih semrawut dari 3 tahun lalu. Bikin macet karena lahan parkir ditempati pkl",2025-09-18 08:03:10.587582,2025
ChdDSUhNMG9nS0VJQ0FnSUNMMHFqT2pBRRAB,5,a year ago,"Tempatnya cukup terawat,fasilitas seperti toilet,playground juga memadai hanya saja untuk mencari tempat parkir mobil agak sulit pas weekend
Kalau mau wisata kuliner juga ada berbagai macam makanan yg bisa dibeli di sekitaran alun alun tidak hanya makanan aneka minumana kekinian juga ada",2025-01-18 08:03:10.587582,2025
ChdDSUhNMG9nS0VJQ0FnSUR2aE5fdGd3RRAB,5,a year ago,"Tempat bermain masa kecil, terkadang u sholat ied, sekarang makin ramai, jajanan komplit, toilet umumnya bersih terawat.. ikut suka buat lumajang.. fasilitas masyaraktnya olh raga dan area bermain juga terawat bagus.. …",2025-01-18 08:03:10.587582,2025
ChdDSUhNMG9nS0VJQ0FnSUNBX3ZHTzdBRRAB,5,Edited 7 years ago,Alun alun semakin baik sekarang. Ada play groud tempat bermain anak anak juga. Banyak spot foto yg bagus di sini. Selain itu sekarang banyak acara yg diadakan di alun alun lumajang  jadi warga lumajang terhibur. Dan semakin ramai banyak …,2026-01-18 08:03:10.587582,2026
ChdDSUhNMG9nS0VJQ0FnSUNMajU3OXZBRRAB,4,a year ago,Cukup nyaman untuk jalan2 pagi di pagi hari dan nongkrong di sore hari. Banyak tukang jajanan di sekitar alun-alun..hanya perlu kesadaran dari pengunjung untuk buang sampah pada tempatnya. Over all OK.,2025-01-18 08:03:10.587582,2025
